Time_s,Velocity_mps,Acceleration_mps2
0,0,0
0.1,0,0
0.2,0,0
0.3,0,0
0.4,0,0
0.499999999999996,0,0
0.5,0,1.26666666666667
0.500000000000007,9.0002079862946e-15,1.26666666666667
0.600000000000007,0.12561695095567,1.24573050817406
0.700000000000007,0.249157636336674,1.22514039394389
0.800000000000007,0.370656373794449,1.20489060436759
0.900000000000007,0.490146913759539,1.18497551437341
1.00000000000001,0.607662448816937,1.16538959186384
1.10000000000001,0.723235622926463,1.14612739617892
1.20000000000001,0.836898540490737,1.12718357658488
1.30000000000001,0.948682775273281,1.10855287078779
1.40000000000001,1.05861937916921,1.0902301034718
1.50000000000001,1.16673889083095,1.07221018486151
1.60000000000001,1.2730713441514,1.0544881093081
1.70000000000001,1.37764627660689,1.03705895389885
1.80000000000001,1.48049273746218,1.01991787708964
1.90000000000001,1.58163929583995,1.00306011736001
1.99999999999999,1.68111404865677,0.986480991890538
2.00000000000001,1.68111404865679,0.986480991890536
2.10000000000001,1.77894462842811,0.970175895261982
2.20000000000001,1.87515821094402,0.954140298175997
2.30000000000001,1.96978152281833,0.938369746196945
2.40000000000001,2.06284084891278,0.922859858514537
2.50000000000001,2.15436203963854,0.90760632672691
2.60000000000001,2.2443705181371,0.892604913643817
2.70000000000001,2.33289128734234,0.87785145210961
2.80000000000001,2.41994893692603,0.863341843845661
2.90000000000001,2.5055676501284,0.849072058311934
3.00000000000001,2.58977121047587,0.835038131587356
3.10000000000001,2.67258300838775,0.821236165268709
3.20000000000001,2.75402604767373,0.807662325387712
3.30000000000001,2.83412295192396,0.794312841346006
3.40000000000001,2.91289597079355,0.781184004867742
3.50000000000001,2.99036698618314,0.768272168969476
3.60000000000001,3.06655751831739,0.755573746947102
3.70000000000001,3.14148873172289,0.743085211379518
3.80000000000001,3.21518144110742,0.730803093148763
3.90000000000001,3.28765611714188,0.718723980476354
4.00000000000001,3.35893289214674,0.706844517975544
4.10000000000001,3.42903156568448,0.695161405719253
4.20000000000001,3.49797161005962,0.683671398323397
4.30000000000001,3.56577217572776,0.672371304045373
4.40000000000001,3.63245209661534,0.661257983897444
4.50000000000001,3.69802989535135,0.650328350774775
4.60000000000001,3.76252378841268,0.639579368597887
4.70000000000001,3.82595169118432,0.62900805146928
4.80000000000001,3.88833122293601,0.618611462843999
4.90000000000001,3.94967971171655,0.608386714713909
5,4.0100141991673,0.59833096680545
